"flight_status","departure_airport","arrival_airport","flight_number","flight_date"
"scheduled","AUH","KTM","EY1364","2021-11-18"
"scheduled","TWU","KUL","EY2723","2021-11-18"
"scheduled","BAH","MUX","EY3174","2021-11-18"
"scheduled","BAH","PEW","EY3179","2021-11-18"
"scheduled","SYD","MEL","EY6856","2021-11-18"
"scheduled","SYD","MEL","EY6894","2021-11-18"
"active","KBL","ESB","FG714","2021-11-18"
"scheduled","BAR","WNZ","FM9516","2021-11-18"
"scheduled","ALC","LGW","FR2714","2021-11-18"
"scheduled","ITM","SDJ","FW53","2021-11-18"
"active","KIX","IND","FX12","2021-11-18"
"scheduled","CDG","DXB","FX5040","2021-11-18"
"scheduled","CDG","EMA","FX5204","2021-11-18"
"scheduled","CDG","DEL","FX5384","2021-11-18"
"scheduled","LGG","EMA","FX6203","2021-11-18"
"landed","KUL","BKI","FY7648","2021-11-18"
"scheduled","TWU","KUL","FY7691","2021-11-18"
"scheduled","KWE","TSN","G56544","2021-11-18"
"scheduled","WUH","CKG","G56766","2021-11-18"
"landed","CKG","XMN","G58429","2021-11-18"
"scheduled","SHJ","KTM","G9530","2021-11-18"
"scheduled","BAH","DME","GF14","2021-11-18"
"scheduled","BAH","PEW","GF786","2021-11-18"
"scheduled","BAH","MUX","GF788","2021-11-18"
"scheduled","BAH","LYP","GF790","2021-11-18"
"scheduled","BAH","AMM","GF962","2021-11-18"
"scheduled","WUX","SZX","GI4014","2021-11-18"
"scheduled","WEF","SZX","GI4023","2021-11-18"
"scheduled","WUX","TSN","GI4027","2021-11-18"
"scheduled","LYG","SJW","GI4105","2021-11-18"
"scheduled","CAN","CGO","GI4107","2021-11-18"
"scheduled","CAN","MNL","GI4215","2021-11-18"
"scheduled","FOC","XUZ","GJ5339","2021-11-18"
"scheduled","XMN","WXN","GJ5381","2021-11-18"
"cancelled","XMN","WMT","GJ5465","2021-11-18"
"scheduled","DLC","TSN","GJ8941","2021-11-18"
"scheduled","NRT","FUK","GK503","2021-11-18"
"landed","KOI","ABZ","GMA3","2021-11-18"
"scheduled","XIY","HMI","GS7651","2021-11-18"
"scheduled","SYD","MEL","HA4140","2021-11-18"
"scheduled","ITM","HND","HA5028","2021-11-18"
"scheduled","FOC","PVG","HO5865","2021-11-18"
"scheduled","TSN","WEH","HT3811","2021-11-18"
"active","KWE","FOC","HU6512","2021-11-18"
"cancelled","PEK","KWE","HU7189","2021-11-18"
"scheduled","PEK","HGH","HU7277","2021-11-18"
"scheduled","BLR","DEL","I5736","2021-11-18"
"scheduled","HIA","HAN","I99809","2021-11-18"
"scheduled","KNO","CGK","ID6881","2021-11-18"
"scheduled","ITM","HND","JL120","2021-11-18"
"scheduled","ITM","OKA","JL2087","2021-11-18"
"scheduled","ITM","KIJ","JL2247","2021-11-18"
"cancelled","OKJ","HND","JL232","2021-11-18"
"scheduled","ITM","KOJ","JL2409","2021-11-18"
"scheduled","OKD","KUH","JL2861","2021-11-18"
"cancelled","ITM","NRT","JL3006","2021-11-18"
"cancelled","KCZ","HND","JL490","2021-11-18"
"scheduled","NRT","FUK","JL6045","2021-11-18"
"scheduled","BNK","SYD","JQ457","2021-11-18"
"scheduled","SYD","MEL","JQ509","2021-11-18"
"cancelled","XIY","AXF","JR1507","2021-11-18"
"scheduled","KDI","UPG","JT3991","2021-11-18"
"scheduled","KDI","UPG","JT3993","2021-11-18"
"scheduled","KDI","UPG","JT991","2021-11-18"
"scheduled","AUH","DMM","JU7544","2021-11-18"
"active","KZO","NQZ","KC7316","2021-11-18"
"scheduled","AUH","DMM","KL3905","2021-11-18"
"cancelled","SHE","XMN","KL4279","2021-11-18"
"active","XMN","WUH","KL4480","2021-11-18"
"cancelled","XMN","CGO","KL4726","2021-11-18"
"cancelled","XMN","TSN","KL4955","2021-11-18"
"scheduled","ICN","AMS","KL858","2021-11-18"
"scheduled","AUH","BRU","KM2130","2021-11-18"
"scheduled","TCZ","KMG","KY8310","2021-11-18"
"cancelled","HRB","SZX","KY9622","2021-11-18"
"scheduled","SZX","TNA","KY9901","2021-11-18"
"scheduled","HAN","DOH","LA5276","2021-11-18"
"scheduled","SYD","HKG","LA5647","2021-11-18"
"scheduled","ICN","DOH","LA6037","2021-11-18"
"scheduled","HKG","TPE","LD680","2021-11-18"
"scheduled","HND","FRA","LH4921","2021-11-18"
"scheduled","MCT","FRA","LH9597","2021-11-18"
"scheduled","MEL","SIN","LH9777","2021-11-18"
"scheduled","PKZ","VTE","LK217","2021-11-18"
"scheduled","NVI","CTU","MB6565","2021-11-18"
"scheduled","URC","KHG","MF1001","2021-11-18"
"scheduled","URC","YIN","MF1051","2021-11-18"
"active","TSN","CAN","MF1131","2021-11-18"
"scheduled","KWE","SZX","MF1407","2021-11-18"
"active","CAN","TAO","MF1494","2021-11-18"
"scheduled","KWE","PKX","MF1612","2021-11-18"
"landed","XMN","SHA","MF3022","2021-11-18"
"active","XMN","KMG","MF3063","2021-11-18"
"cancelled","KWE","XUZ","MF3737","2021-11-18"
"cancelled","XMN","PKX","MF4292","2021-11-18"
"scheduled","KWE","XUZ","MF5265","2021-11-18"
"cancelled","XMN","CTU","MF5335","2021-11-18"
"scheduled","AUH","DMM","MH5245","2021-11-18"
"scheduled","TPE","KUL","MH6191","2021-11-18"
"scheduled","WUH","SZX","MU2477","2021-11-18"
"scheduled","WUH","CAN","MU2602","2021-11-18"
"cancelled","WUH","ZYI","MU2635","2021-11-18"
"cancelled","BAR","NKG","MU2742","2021-11-18"
"active","XMN","WUH","MU3227","2021-11-18"
"cancelled","FOC","KWE","MU3309","2021-11-18"
"landed","XMN","PVG","MU3488","2021-11-18"
"active","KWE","SHA","MU3604","2021-11-18"
"scheduled","KWE","HUZ","MU3794","2021-11-18"
"scheduled","KWE","XUZ","MU3994","2021-11-18"
"cancelled","XMN","CTU","MU4350","2021-11-18"
"scheduled","AUH","DMM","MU4409","2021-11-18"
"scheduled","FOC","SHA","MU4931","2021-11-18"
"landed","XMN","SHA","MU4945","2021-11-18"
"scheduled","CAN","WNZ","MU6606","2021-11-18"
"scheduled","BAR","HFE","MU6658","2021-11-18"
"cancelled","XMN","TSN","MU8083","2021-11-18"
"cancelled","FOC","PKX","MU8111","2021-11-18"
"scheduled","FOC","CAN","MU8251","2021-11-18"
"active","XMN","CGO","MU8261","2021-11-18"
"scheduled","BAR","WNZ","MU8419","2021-11-18"
"landed","XMN","SHA","MU8467","2021-11-18"
"scheduled","FOC","JNG","MU8568","2021-11-18"
"landed","KWE","JJN","MU8938","2021-11-18"
"scheduled","KCZ","ITM","NH1600","2021-11-18"
"scheduled","ITM","KMJ","NH1627","2021-11-18"
"scheduled","ITM","OIT","NH1689","2021-11-18"
"scheduled","HND","FRA","NH203","2021-11-18"
"scheduled","ITM","HND","NH30","2021-11-18"
"scheduled","ITM","SDJ","NH3153","2021-11-18"
"scheduled","ITM","FUK","NH425","2021-11-18"
"scheduled","ICN","ADD","NH5341","2021-11-18"
"scheduled","ITM","KOJ","NH547","2021-11-18"
"cancelled","KCZ","HND","NH562","2021-11-18"
"cancelled","OKJ","HND","NH652","2021-11-18"
"landed","CGK","HND","NH872","2021-11-18"
"scheduled","SYD","AKL","NZ1102","2021-11-18"
"scheduled","SYD","MEL","NZ1809","2021-11-18"
"scheduled","SYD","MEL","NZ1833","2021-11-18"
"scheduled","WUH","PEK","NZ3802","2021-11-18"
"scheduled","HLZ","CHC","NZ5629","2021-11-18"
"scheduled","HLZ","WLG","NZ5821","2021-11-18"
"scheduled","SYD","TMW","NZ7002","2021-11-18"
"scheduled","SYD","ARM","NZ7018","2021-11-18"
"scheduled","SYD","DBO","NZ7030","2021-11-18"
"scheduled","SYD","CFS","NZ7060","2021-11-18"
"scheduled","SYD","ABX","NZ7105","2021-11-18"
"scheduled","SYD","WGA","NZ7115","2021-11-18"
"scheduled","GLT","BNE","NZ7165","2021-11-18"
"scheduled","GLT","BNE","NZ7167","2021-11-18"
"scheduled","SYD","PQQ","NZ7391","2021-11-18"
"scheduled","NGB","CAN","O36849","2021-11-18"
"scheduled","XMN","HGH","O36877","2021-11-18"
"scheduled","PVG","SZX","O36882","2021-11-18"
"scheduled","CTU","SZX","O36884","2021-11-18"
"scheduled","NGB","HKG","O36891","2021-11-18"
"scheduled","TPE","SZX","O36918","2021-11-18"
"scheduled","PVG","CTU","O36951","2021-11-18"
"scheduled","PVG","PEK","O36957","2021-11-18"
"scheduled","KHN","SZX","O36965","2021-11-18"
"scheduled","TSN","HGH","O36972","2021-11-18"
"scheduled","CTU","HGH","O36976","2021-11-18"
"scheduled","CAN","WUX","O36979","2021-11-18"
"scheduled","WUX","CAN","O36980","2021-11-18"
"scheduled","XMN","HGH","O36995","2021-11-18"
"scheduled","TYN","HGH","O37023","2021-11-18"
"scheduled","TYN","HGH","O37057","2021-11-18"
"scheduled","PEK","PVG","O37059","2021-11-18"
"scheduled","JJN","NTG","O37075","2021-11-18"
"scheduled","SWA","HGH","O37095","2021-11-18"
"scheduled","PKX","HFE","O37110","2021-11-18"
"scheduled","NNG","SGN","O37156","2021-11-18"
"scheduled","HKG","KHN","O37164","2021-11-18"
"scheduled","CAN","HGH","O37191","2021-11-18"
"scheduled","NTG","SZX","O37197","2021-11-18"
"scheduled","WUH","FRA","O37201","2021-11-18"
"scheduled","CAN","HGH","O37299","2021-11-18"
"scheduled","SZX","PEK","O37309","2021-11-18"
"scheduled","BKI","SZX","O37350","2021-11-18"
"scheduled","WUH","KMG","OQ2070","2021-11-18"
"scheduled","BKK","ICN","OS8051","2021-11-18"
"scheduled","ICN","DOH","OZ6889","2021-11-18"
"scheduled","BKK","ICN","OZ742","2021-11-18"
"scheduled","ICN","ADD","OZ9760","2021-11-18"
"scheduled","ICN","PVG","OZ987","2021-11-18"
"scheduled","ADA","AYT","PC6657","2021-11-18"
"scheduled","NGO","PVG","PO211","2021-11-18"
"scheduled","HKG","ANC","PO7640","2021-11-18"
"scheduled","TWU","KUL","PR3549","2021-11-18"
"scheduled","LAE","POM","PX101","2021-11-18"
"scheduled","MHD","NJF","QB2297","2021-11-18"
"active","PHE","PER","QF1353","2021-11-18"
"active","PER","SLJ","QF1390","2021-11-18"
"scheduled","SYD","BXG","QF1409","2021-11-18"
"scheduled","DRW","ASP","QF1958","2021-11-18"
"scheduled","SYD","TMW","QF2002","2021-11-18"
"scheduled","SYD","ARM","QF2020","2021-11-18"
"scheduled","SYD","DBO","QF2040","2021-11-18"
"scheduled","SYD","CFS","QF2104","2021-11-18"
"scheduled","SYD","PQQ","QF2160","2021-11-18"
"scheduled","SYD","ABX","QF2205","2021-11-18"
"scheduled","GLT","BNE","QF2331","2021-11-18"
"scheduled","GLT","BNE","QF2333","2021-11-18"
"scheduled","SYD","MEL","QF409","2021-11-18"
"scheduled","FOC","PVG","QF4295","2021-11-18"
"scheduled","SYD","MEL","QF433","2021-11-18"
"scheduled","SYD","PER","QF7349","2021-11-18"
"scheduled","MEL","BNE","QF7353","2021-11-18"
"scheduled","MEL","LST","QF7356","2021-11-18"
"scheduled","SYD","MEL","QF7405","2021-11-18"
"scheduled","SYD","BNE","QF7412","2021-11-18"
"scheduled","BNE","ROK","QF7416","2021-11-18"
"scheduled","SYD","OOL","QF7443","2021-11-18"
"scheduled","SYD","MEL","QF7445","2021-11-18"
"scheduled","SYD","ADL","QF7448","2021-11-18"
"scheduled","MEL","SYD","QF7454","2021-11-18"
"scheduled","MEL","ADL","QF7458","2021-11-18"
"scheduled","SYD","AKL","QF7529","2021-11-18"
"scheduled","SYD","MEL","QF7702","2021-11-18"
"scheduled","HLP","KNO","QG10","2021-11-18"
"scheduled","SUB","BPN","QG430","2021-11-18"
"scheduled","SYD","HKG","QR3470","2021-11-18"
"scheduled","MEL","HKG","QR3488","2021-11-18"
"scheduled","TWU","KUL","QR5461","2021-11-18"
"scheduled","PVG","DOH","QR8351","2021-11-18"
"scheduled","ICN","DOH","QR859","2021-11-18"
"scheduled","PKZ","VTE","QV306","2021-11-18"
"landed","EMA","SNN","QY2938","2021-11-18"
"scheduled","CPH","HEL","QY3848","2021-11-18"
"scheduled","MXP","BAH","QY542","2021-11-18"
"scheduled","LEJ","BRQ","QY5568","2021-11-18"
"scheduled","BAH","AMM","RJ3302","2021-11-18"
"scheduled","DOH","MCT","RJ3808","2021-11-18"
"scheduled","EVN","TBS","RM724","2021-11-18"
"scheduled","MCT","CGP","RX724","2021-11-18"
"scheduled","ICN","DOH","S74042","2021-11-18"
"scheduled","BKK","ICN","S74517","2021-11-18"
"scheduled","OVB","BTK","S75215","2021-11-18"
"scheduled","OVB","TLK","S75355","2021-11-18"
"scheduled","VVO","PKC","S76215","2021-11-18"
"scheduled","BHE","WLG","S8284","2021-11-18"
"scheduled","BHE","CHC","S8651","2021-11-18"
"cancelled","XMN","TSN","SC5070","2021-11-18"
"cancelled","PEK","YNZ","SC5079","2021-11-18"
"scheduled","WUH","TAO","SC5323","2021-11-18"
"scheduled","XIY","LXA","SC6031","2021-11-18"
"scheduled","CAE","USA","SKQ34","2021-11-18"
"scheduled","AUH","BRU","SN4102","2021-11-18"
"scheduled","EMA","BRU","SN9902","2021-11-18"
"scheduled","MEL","SIN","SQ218","2021-11-18"
"scheduled","SYD","MEL","SQ6800","2021-11-18"
"scheduled","SYD","SIN","SQ7273","2021-11-18"
"scheduled","VVO","PKC","SU5616","2021-11-18"
"scheduled","BAH","LYP","SV6514","2021-11-18"
"scheduled","BAH","MUX","SV6516","2021-11-18"
"scheduled","AUH","BRU","SV6768","2021-11-18"
"scheduled","AUH","DMM","SV6912","2021-11-18"
"scheduled","BKK","NGO","TG644","2021-11-18"
"scheduled","SZB","SIN","TH382","2021-11-18"
"landed","HTY","SAW","TK3181","2021-11-18"
"scheduled","TWU","KUL","TK4844","2021-11-18"
"scheduled","AUH","IST","TK8051","2021-11-18"
"scheduled","BAH","LYP","TK8070","2021-11-18"
"scheduled","BAH","MUX","TK8072","2021-11-18"
"scheduled","MEL","SIN","TK9311","2021-11-18"
"scheduled","DRW","GTE","TL414","2021-11-18"
"scheduled","AUH","BRU","TP6895","2021-11-18"
"scheduled","XIY","LXA","TV6051","2021-11-18"
"landed","CKG","XMN","TV6860","2021-11-18"
"cancelled","KWE","XUZ","TV6940","2021-11-18"
"scheduled","OVB","CGO","U39889","2021-11-18"
"scheduled","WUH","PEK","UA7471","2021-11-18"
"scheduled","YSB","YYZ","UA8074","2021-11-18"
"scheduled","MEL","SIN","UK8218","2021-11-18"
"scheduled","AUH","BRU","UL2357","2021-11-18"
"scheduled","KZN","KEJ","UVT621","2021-11-18"
"scheduled","SYD","ADL","VA412","2021-11-18"
"scheduled","SYD","MEL","VA830","2021-11-18"
"active","PER","LVO","VA9887","2021-11-18"
"scheduled","AUH","DMM","VN3238","2021-11-18"
"scheduled","CPH","MXP","WT442","2021-11-18"
"scheduled","VSE","CAT","WV951","2021-11-18"
"scheduled","MCT","LHR","WY103","2021-11-18"
"scheduled","MCT","FRA","WY115","2021-11-18"
"scheduled","TWU","KUL","WY5372","2021-11-18"
"scheduled","MCT","DXB","WY627","2021-11-18"
"active","CGK","YIA","X16227","2021-11-18"
"scheduled","AUH","BRU","XY3057","2021-11-18"
"scheduled","AUH","DMM","XY3321","2021-11-18"
"scheduled","OVB","NSK","Y7916","2021-11-18"
"scheduled","CTU","HKG","Y87433","2021-11-18"
"scheduled","NKG","ANC","Y87453","2021-11-18"
"scheduled","TSN","HGH","Y87476","2021-11-18"
"scheduled","TPE","CAN","Y87936","2021-11-18"
"scheduled","PVG","KIX","Y87951","2021-11-18"
"scheduled","PEK","HGH","Y87980","2021-11-18"
"scheduled","WUX","CTU","YG9001","2021-11-18"
"scheduled","DLC","KIX","YG9007","2021-11-18"
"scheduled","DLC","VVO","YG9009","2021-11-18"
"scheduled","YNT","KIX","YG9035","2021-11-18"
"scheduled","KMG","KHI","YG9067","2021-11-18"
"scheduled","YNZ","KIX","YG9071","2021-11-18"
"scheduled","YNZ","ICN","YG9073","2021-11-18"
"scheduled","KMG","LHE","YG9089","2021-11-18"
"scheduled","KMG","BOM","YG9103","2021-11-18"
"scheduled","KMG","HGH","YG9117","2021-11-18"
"scheduled","KMG","MAA","YG9129","2021-11-18"
"scheduled","KIX","HGH","YG9134","2021-11-18"
"scheduled","KMG","MAA","YG9153","2021-11-18"
"scheduled","KMG","DEL","YG9157","2021-11-18"
"scheduled","KMG","BLR","YG9161","2021-11-18"
"scheduled","YNT","KIX","YG9167","2021-11-18"
"cancelled","XMN","TSN","ZH1530","2021-11-18"
"scheduled","XIY","LXA","ZH2033","2021-11-18"
"cancelled","XMN","CGO","ZH2525","2021-11-18"
"cancelled","XMN","TNA","ZH3059","2021-11-18"
"scheduled","TSN","MFM","ZH3393","2021-11-18"
"active","KWE","SHA","ZH5086","2021-11-18"
"scheduled","PLO","ADL","ZL4353","2021-11-18"
"scheduled","PKE","SYD","ZL6527","2021-11-18"
"scheduled","TRN","BRI","0B4003","2021-12-15"
"scheduled","NNG","FOC","3U2342","2021-12-15"
"cancelled","CGO","NNG","3U4043","2021-12-15"
"scheduled","PVG","NNG","3U5267","2021-12-15"
"scheduled","PVG","LHW","3U5295","2021-12-15"
"scheduled","KMG","NNG","3U5313","2021-12-15"
"cancelled","PVG","SHE","3U5329","2021-12-15"
"active","NOJ","TLK","4G291","2021-12-15"
"scheduled","DME","OVB","5N237","2021-12-15"
"active","PHL","ABY","5X1368","2021-12-15"
"scheduled","BCN","VLC","5X242","2021-12-15"
"scheduled","CGN","IST","5X268","2021-12-15"
"scheduled","CGN","VIE","5X274","2021-12-15"
"landed","ATL","CVG","5Y110","2021-12-15"
"active","IXB","DEL","6E2182","2021-12-15"
"cancelled","IXB","BLR","6E445","2021-12-15"
"active","IXB","BOM","6E6175","2021-12-15"
"scheduled","FUK","NGO","7G58","2021-12-15"
"scheduled","BKK","SIN","8K804","2021-12-15"
"cancelled","CKG","PVG","9C6108","2021-12-15"
"cancelled","NGB","NNG","9C8669","2021-12-15"
"scheduled","SHA","SWA","9C8957","2021-12-15"
"active","MAD","XRY","AA8545","2021-12-15"
"active","MAD","LPA","AA8590","2021-12-15"
"scheduled","MAD","ORY","AA8723","2021-12-15"
"scheduled","MAD","IBZ","AA8742","2021-12-15"
"active","MAD","AGP","AA8843","2021-12-15"
"scheduled","CHC","AKL","AA9029","2021-12-15"
"scheduled","MUC","ATH","AC6050","2021-12-15"
"landed","FOC","PEK","AC6618","2021-12-15"
"landed","TRN","CDG","AF1503","2021-12-15"
"cancelled","NOU","NRT","AF4020","2021-12-15"
"scheduled","KJA","SVO","AF4422","2021-12-15"
"scheduled","ITM","HND","AF8191","2021-12-15"
"active","TRN","FCO","AF9800","2021-12-15"
"scheduled","LEJ","MAD","AG592","2021-12-15"
"scheduled","MAD","BCN","AM6896","2021-12-15"
"scheduled","MAD","BCN","AR7322","2021-12-15"
"scheduled","OMS","DME","AT9008","2021-12-15"
"scheduled","PVG","CKG","AY3181","2021-12-15"
"cancelled","XMN","PVG","AY3198","2021-12-15"
"active","MAD","BCN","AY5573","2021-12-15"
"scheduled","MEL","HKG","AY5844","2021-12-15"
"active","TRN","FCO","AZ1432","2021-12-15"
"scheduled","MEL","HKG","BA4140","2021-12-15"
"scheduled","LHR","STR","BA920","2021-12-15"
"scheduled","WLG","AKL","BR3300","2021-12-15"
"scheduled","TPE","TAE","BX792","2021-12-15"
"scheduled","PUS","CJU","BX8101","2021-12-15"
"scheduled","PUS","GMP","BX8800","2021-12-15"
"scheduled","PEK","PVG","CA1081","2021-12-15"
"scheduled","PVG","YYA","CA3219","2021-12-15"
"cancelled","XMN","PVG","CA3224","2021-12-15"
"cancelled","PVG","WGN","CA3227","2021-12-15"
"scheduled","PVG","CKG","CA3275","2021-12-15"
"cancelled","CGO","NNG","CA3337","2021-12-15"
"cancelled","PVG","SZX","CA3714","2021-12-15"
"cancelled","SZX","PVG","CA3725","2021-12-15"
"cancelled","PVG","SZX","CA3726","2021-12-15"
"scheduled","SZX","HFE","CA3761","2021-12-15"
"scheduled","TAO","SZX","CA3800","2021-12-15"
"active","NNG","FOC","CA3867","2021-12-15"
"scheduled","YCU","KWE","CA4070","2021-12-15"
"scheduled","TAO","CKG","CA4795","2021-12-15"
"scheduled","BKK","PVG","CA588","2021-12-15"
"scheduled","AKL","NPE","CA5933","2021-12-15"
"scheduled","PEK","LAX","CA625","2021-12-15"
"active","TNA","HGH","CA8045","2021-12-15"
"scheduled","TAO","INC","CA8707","2021-12-15"
"scheduled","NNG","HFE","CA8736","2021-12-15"
"landed","TNA","XMN","CA8794","2021-12-15"
"landed","TNA","XIY","CA8881","2021-12-15"
"scheduled","PVG","NRT","CF207","2021-12-15"
"scheduled","KMG","BKK","CF219","2021-12-15"
"scheduled","WUH","NKG","CF9015","2021-12-15"
"scheduled","CAN","PKX","CF9019","2021-12-15"
"scheduled","KHN","NNG","CF9024","2021-12-15"
"scheduled","CAN","PVG","CF9025","2021-12-15"
"scheduled","SZX","NKG","CF9037","2021-12-15"
"scheduled","TAO","NKG","CF9045","2021-12-15"
"scheduled","TNA","NKG","CF9075","2021-12-15"
"scheduled","CGO","BUD","CV9752","2021-12-15"
"scheduled","MEL","HKG","CX178","2021-12-15"
"active","MAD","BCN","CX1851","2021-12-15"
"scheduled","MEL","WTB","CX2022","2021-12-15"
"scheduled","MEL","WTB","CX2023","2021-12-15"
"scheduled","HKG","ANC","CX2090","2021-12-15"
"scheduled","PVG","HKG","CX50","2021-12-15"
"scheduled","HKG","TLV","CX675","2021-12-15"
"scheduled","NGB","CAN","CZ3672","2021-12-15"
"scheduled","CGO","SZX","CZ3975","2021-12-15"
"scheduled","CAN","CKG","CZ403","2021-12-15"
"scheduled","NNG","FOC","CZ4630","2021-12-15"
"scheduled","AOG","CAN","CZ6564","2021-12-15"
"cancelled","NGB","SZX","CZ8738","2021-12-15"
"cancelled","CTU","DLU","CZ8803","2021-12-15"
"cancelled","CKG","PKX","CZ8814","2021-12-15"
"active","FOC","CTU","CZ9600","2021-12-15"
"landed","STN","EDI","D02132","2021-12-15"
"active","CGN","EMA","D0427","2021-12-15"
"scheduled","LGP","MNL","DG6198","2021-12-15"
"cancelled","PVG","WNZ","DL6398","2021-12-15"
"scheduled","MAD","BCN","DL6768","2021-12-15"
"scheduled","ICN","SFO","DL7891","2021-12-15"
"active","TRN","CDG","DL8387","2021-12-15"
"scheduled","BKK","DXB","EK385","2021-12-15"
"scheduled","BNK","SYD","EK7511","2021-12-15"
"scheduled","CHC","AKL","EK7538","2021-12-15"
"scheduled","PVG","BKK","EK9317","2021-12-15"
"scheduled","JED","ADD","ET2403","2021-12-15"
"cancelled","PVG","SHE","EY1002","2021-12-15"
"cancelled","PVG","WNZ","EY1029","2021-12-15"
"scheduled","WLG","AKL","EY4484","2021-12-15"
"scheduled","DUD","CHC","EY4492","2021-12-15"
"scheduled","WLG","AKL","EY4500","2021-12-15"
"scheduled","CHC","WLG","EY4538","2021-12-15"
"scheduled","AUH","SEZ","EY622","2021-12-15"
"scheduled","BNE","EMD","EY6317","2021-12-15"
"scheduled","BNE","PPP","EY6409","2021-12-15"
"scheduled","BNE","ADL","EY6636","2021-12-15"
"scheduled","MEL","ADL","EY6643","2021-12-15"
"active","TRN","FCO","FB1604","2021-12-15"
"scheduled","SUV","LBS","FJ32","2021-12-15"
"scheduled","NAN","SUV","FJ5","2021-12-15"
"scheduled","CHC","AKL","FJ5514","2021-12-15"
"scheduled","NAP","KRK","FR7187","2021-12-15"
"active","BER","WRO","FR98","2021-12-15"
"scheduled","FOC","KWE","FU6511","2021-12-15"
"landed","CDG","CPH","FX5182","2021-12-15"
"landed","CDG","AMS","FX5188","2021-12-15"
"scheduled","CDG","VIE","FX5212","2021-12-15"
"active","CDG","CAN","FX5342","2021-12-15"
"active","CDG","KIX","FX5605","2021-12-15"
"scheduled","LGG","EMA","FX6203","2021-12-15"
"scheduled","CDG","ARN","FX9149","2021-12-15"
"scheduled","SHF","TCG","G54352","2021-12-15"
"scheduled","CSX","HET","G56053","2021-12-15"
"scheduled","SHF","KRL","G56117","2021-12-15"
"scheduled","CHG","TSN","G56305","2021-12-15"
"scheduled","CHG","TSN","G56404","2021-12-15"
"scheduled","SHF","KRL","G56457","2021-12-15"
"scheduled","SHF","KRL","G56515","2021-12-15"
"scheduled","CHG","TSN","G56598","2021-12-15"
"scheduled","TAO","INC","G58362","2021-12-15"
"active","CKG","LZY","G58635","2021-12-15"
"scheduled","CTU","NNG","G58673","2021-12-15"
"active","TNA","KMG","G58973","2021-12-15"
"scheduled","DPS","CGK","GA401","2021-12-15"
"scheduled","CGK","UPG","GA640","2021-12-15"
"scheduled","AHB","JED","GF5355","2021-12-15"
"scheduled","SZX","WUX","GI4013","2021-12-15"
"scheduled","WEF","SZX","GI4023","2021-12-15"
"scheduled","MNL","CGO","GI4212","2021-12-15"
"scheduled","ICN","YNT","GI4222","2021-12-15"
"scheduled","CAN","BKK","GI4229","2021-12-15"
"scheduled","BKK","CAN","GI4230","2021-12-15"
"scheduled","CAN","TAO","GJ8716","2021-12-15"
"scheduled","DLC","TSN","GJ8941","2021-12-15"
"scheduled","FUK","NGO","GK580","2021-12-15"
"scheduled","CTS","UKB","HD118","2021-12-15"
"scheduled","SZX","LJG","HO1945","2021-12-15"
"cancelled","SZX","PVG","HO5135","2021-12-15"
"cancelled","PVG","SZX","HO5136","2021-12-15"
"cancelled","PVG","SZX","HO5150","2021-12-15"
"scheduled","SZX","HFE","HO5173","2021-12-15"
"scheduled","PVG","LZH","HO5706","2021-12-15"
"scheduled","PVG","CKG","HO5712","2021-12-15"
"scheduled","PVG","PKX","HO5744","2021-12-15"
"scheduled","SHA","XMN","HO5784","2021-12-15"
"cancelled","PVG","SHE","HO5832","2021-12-15"
"cancelled","PVG","WNZ","HO5836","2021-12-15"
"scheduled","TAO","PVG","HO5847","2021-12-15"
"scheduled","PVG","LYI","HO5870","2021-12-15"
"cancelled","PVG","KMG","HO5912","2021-12-15"
"scheduled","PVG","KWL","HO5918","2021-12-15"
"scheduled","PVG","NNG","HO5926","2021-12-15"
"scheduled","PVG","LHW","HO5930","2021-12-15"
"scheduled","XAI","PVG","HO5953","2021-12-15"
"landed","CHG","PVG","HO5955","2021-12-15"
"scheduled","HAK","KHN","HU7093","2021-12-15"
"active","IXB","BLR","I5411","2021-12-15"
"active","IXB","BOM","I5424","2021-12-15"
"scheduled","BKK","SZX","I99812","2021-12-15"
"scheduled","MNL","SZX","I99816","2021-12-15"
"scheduled","DYG","BKK","I99817","2021-12-15"
"scheduled","BKK","DYG","I99818","2021-12-15"
"scheduled","DYG","MNL","I99819","2021-12-15"
"scheduled","WUH","SZX","I99898","2021-12-15"
"scheduled","DPS","CGK","ID6060","2021-12-15"
"scheduled","PKN","SRG","IN195","2021-12-15"
"scheduled","PKN","SUB","IW1891","2021-12-15"
"scheduled","ADE","AMM","IY648","2021-12-15"
"scheduled","JED","KRT","J46665","2021-12-15"
"cancelled","NOU","NRT","JL5370","2021-12-15"
"scheduled","CHC","AKL","JQ228","2021-12-15"
"scheduled","BNK","SYD","JQ457","2021-12-15"
"scheduled","TSV","BNE","JQ903","2021-12-15"
"scheduled","OMS","DME","KC1666","2021-12-15"
"scheduled","PUS","CJU","KE1001","2021-12-15"
"scheduled","GMP","CJU","KE1219","2021-12-15"
"scheduled","ICN","VIE","KE541","2021-12-15"
"scheduled","BKK","ICN","KE654","2021-12-15"
"active","TRN","CDG","KL2101","2021-12-15"
"cancelled","SHE","CAN","KL4339","2021-12-15"
"scheduled","PVG","CKG","KL8730","2021-12-15"
"scheduled","PVG","DLC","KL8732","2021-12-15"
"cancelled","PVG","WNZ","KL8756","2021-12-15"
