
Pr,Deposit_ID                      ,Deposit_DT         ,Database_ID,Snapshot_ID,Snapshot_Begin_DT  ,Snapshot_End_DT    ,Snapshot_Sec,  vCPU_Num,  vCPU_Sec,vCPU_DB_FRGD_Sec,vCPU_DB_FRGD_Pct,vCPU_DB_FRGD_Num,vCPU_DB_BKGD_Sec,vCPU_DB_BKGD_Pct,vCPU_DB_BKGD_Num,vCPU_DB_Sec,vCPU_DB_Pct,vCPU_DB_Num,vCPU_OS_Sec,vCPU_OS_Pct,vCPU_OS_Num,Mem_SGA_Shared_Pool_GB,Mem_SGA_Large_Pool_GB,Mem_SGA_Java_Pool_GB,Mem_SGA_Buffer_Cache_GB,Mem_SGA_Log_Buffer_GB,Mem_SGA_GB,Mem_PGA_GB,    Mem_GB,MBPS_App_Reads,MBPS_Sys_Reads,MBPS_Tot_Reads,MBPS_App_Writes,MBPS_Sys_Writes,MBPS_Tot_Writes,MBPS_Tot_App,MBPS_Tot_Sys,  MBPS_Tot, MBPS_INTC,IOPS_App_Reads,IOPS_Sys_Reads,IOPS_Tot_Reads,IOPS_App_Writes,IOPS_Sys_Writes,IOPS_Tot_Writes,IOPS_Tot_App,IOPS_Tot_Sys,  IOPS_Tot,      MBPS                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1012,2022-10-11 17:05:47,2022-10-11 18:00:27,        3280,         2,      6560,      2636.71978,       .40193899,       .80387798,      828.820408,      .126344574,      .252689149, 3465.54018, .528283565, 1.05656713,    3324.74, .506820122, 1.01364024,             .27940964,               .03125,             .015625,                1.46875,           .007591248,1.80262589,.381327629,2.18395352,    149.029821,    20.9576956,    169.987517,     63.3535204,     41.7740038,     105.127524,  212.383341,  62.7316994,275.115041,275.115041,    19042.2305,    26.2365854,    19068.4671,     6311.96311,     179.869207,     6491.83232,  25354.1936,  206.105793,25560.2994,20.1951934                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1011,2022-10-11 16:55:46,2022-10-11 17:05:47,         601,         2,      1202,        1.781737,       .00148231,      .002964621,       21.639491,      .018002904,      .036005809,  23.421228, .019485215, .038970429,       34.1, .028369384, .056738769,            .282322116,               .03125,             .015625,               1.453125,           .007591248,1.78991336, .29432106,2.08423442,    .530275062,    .368474418,     .89874948,      .00734453,     .234888407,     .242232937,  .537619592,  .603362824,1.14098242,1.14098242,    13.1148087,     8.7687188,    21.8835275,     .410981697,     4.33777038,     4.74875208,  13.5257903,  13.1064892,26.6322795,.004761237                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1010,2022-10-11 15:58:48,2022-10-11 16:03:29,         281,         2,       562,       65.428115,      .116420133,      .232840267,       48.953749,      .087106315,       .17421263, 114.381864, .203526448, .407052897,     136.39, .242686833, .485373665,            .277756795,               .03125,             .015625,               1.453125,           .007591248,1.78534804,.304490089,2.08983813,    97.5697008,    43.5584443,    141.128145,      56.866548,     86.2397251,     143.106273,  154.436249,  129.798169,284.234418,284.234418,    376.174377,    63.9572954,    440.131673,     163.092527,       152.3879,     315.480427,  539.266904,  216.345196,  755.6121,41.6765319                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1009,2022-10-11 13:45:28,2022-10-11 14:49:06,        3818,         2,      7636,      128.938363,       .01688559,      .033771179,       63.420974,      .008305523,      .016611046, 192.359337, .025191113, .050382226,     216.62, .028368256, .056736511,            .816342771,               .03125,             .015625,                .734375,           .007591248,1.60518402,.299807549,1.90499157,    8.02728236,    3.35164512,    11.3789275,     4.81140118,      13.179954,     17.9913552,  12.8386835,  16.5315991,29.3702827,29.3702827,    79.1207438,    7.35227868,    86.4730225,     37.5612886,      19.579099,     57.1403876,  116.682032,  26.9313777, 143.61341,3.06836488                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1008,2022-10-11 12:45:26,2022-10-11 13:45:28,        3602,         2,      7204,       656.98607,        .0911974,        .1823948,      206.463306,      .028659537,      .057319074, 863.449376, .119856937, .239713875,     734.87, .102008606, .204017213,            .816643611,               .03125,             .015625,                .734375,           .007591248,1.60548486,.245451927,1.85093679,    32.2649722,    3.92832229,    36.1932944,     12.5399865,     9.02032847,     21.5603149,  44.8049586,  12.9486508,57.7536094,57.7536094,    4128.46641,    6.86007773,    4135.32649,      1237.7804,     39.9466963,      1277.7271,  5366.24681,   46.806774,5413.05358,3.85188113                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1007,2022-10-11 12:00:52,2022-10-11 12:45:26,        2674,         2,      5348,        4.829135,       .00090298,      .001805959,       17.458918,       .00326457,      .006529139,  22.288053, .004167549, .008335098,      34.39, .006430441, .012860883,            .812991329,               .03125,             .015625,                .734375,           .007591248,1.60183258,.284571648,1.88640422,    .006711037,    .118027293,    .124738329,      .00388872,     .076009175,     .079897896,  .010599757,  .194036468,.204636225,.204636225,    .123410621,    3.63051608,     3.7539267,     .291697831,     2.30740464,     2.59910247,  .415108452,  5.93792072,6.35302917,.001511087                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1006,2022-10-11 11:00:37,2022-10-11 12:00:52,        3615,         2,      7230,         .059197,      8.1877E-06,      .000016375,       34.681054,      .004796826,      .009593653,  34.740251, .004805014, .009610028,      50.55, .006991701, .013983402,            .826446079,               .03125,             .015625,                .734375,           .007591248,1.61528733,.250646591,1.86593392,    .000153441,    .034632175,    .034785615,     .002720868,     .014032109,     .016752977,  .002874308,  .048664284,.051538592,.051538592,    .019640387,    2.21770401,     2.2373444,     .206639004,     1.85283541,     2.05947441,  .226279391,  4.07053942,4.29681881,.001143967                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1005,2022-10-11 10:00:22,2022-10-11 11:00:37,        3615,         2,      7230,         .042382,      .000005862,      .000011724,       25.211646,      .003487088,      .006974176,  25.254028,  .00349295,   .0069859,      40.81, .005644537, .011289073,            .826632775,               .03125,             .015625,                .734375,           .007591248,1.61547402,.238269806,1.85374383,    .000153441,    .034692687,    .034846127,     .003079616,     .014091405,     .017171021,  .003233057,  .048784092,.052017149,.052017149,    .019640387,    2.22157676,    2.24121715,     .211894882,     1.85394191,     2.06583679,   .23153527,  4.07551867,4.30705394,.001192474                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1004,2022-10-11 09:00:06,2022-10-11 10:00:22,        3616,         2,      7232,         .058924,      8.1477E-06,      .000016295,       25.627262,      .003543593,      .007087185,  25.686186,  .00355174, .007103481,       41.2, .005696903, .011393805,            .826458976,               .03125,             .015625,                .734375,           .007591248,1.61530022,.241247177, 1.8565474,    .000179325,    .034696056,     .03487538,     .002921045,     .014049429,     .016970474,   .00310037,  .048745484,.051845854,.051845854,     .02295354,    2.22179204,    2.24474558,      .20409292,     1.85094027,     2.05503319,   .22704646,   4.0727323,4.29977876,.001152253                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1003,2022-10-11 08:00:51,2022-10-11 09:00:06,        3555,         2,      7110,          .04217,      5.9311E-06,      .000011862,       19.729602,      .002774909,      .005549818,  19.771772,  .00278084,  .00556168,      31.82, .004475387, .008950774,             .82663168,               .03125,             .015625,                .734375,           .007591248,1.61547293,.239002228,1.85447516,     .00019339,    .034636515,    .034829905,     .003111814,     .014092854,     .017204669,  .003305204,   .04872937,.052034574,.052034574,    .024753868,    2.21800281,    2.24275668,     .204781997,     1.85738397,     2.06216596,  .229535865,  4.07538678,4.30492264,.001196498                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1002,2022-10-11 07:00:36,2022-10-11 08:00:51,        3615,         2,      7230,         .061537,      8.5113E-06,      .000017023,       34.153495,      .004723858,      .009447716,  34.215032,  .00473237, .009464739,       50.8, .007026279, .014052559,            .826439604,               .03125,             .015625,                .734375,           .007591248,1.61528085,.249853134,1.86513399,    .059465768,    .034722943,     .09418871,     .002958593,     .014159481,     .017118074,   .06242436,  .048882423,.111306784,.111306784,    .387828492,    2.22351314,    2.61134163,     .203319502,     1.85643154,     2.05975104,  .591147994,  4.07994467,4.67109267,.001229453                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1001,2022-10-11 06:00:21,2022-10-11 07:00:36,        3615,         2,      7230,         .039474,      5.4598E-06,       .00001092,       26.859662,      .003715029,      .007430059,  26.899136, .003720489, .007440978,      40.85, .005650069, .011300138,            .826546267,               .03125,             .015625,                .734375,           .007591248,1.61538751,.239361763,1.85474928,    .000242047,    .034753198,    .034995246,     .002837569,     .014058718,     .016896287,  .003079616,  .048811916,.051891533,.051891533,    .030982019,    2.22544952,    2.25643154,     .204979253,     1.85532503,     2.06030429,  .235961272,  4.08077455,4.31673582,.001195255                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,       1000,2022-10-11 05:00:06,2022-10-11 06:00:21,        3615,         2,      7230,         .128032,      .000017708,      .000035417,        27.03776,      .003739663,      .007479325,  27.165792, .003757371, .007514742,      41.36, .005720609, .011441217,            .826584369,               .03125,             .015625,                .734375,           .007591248,1.61542562,.239300728,1.85472634,     .00352481,    .034753198,    .038278008,     .002932659,     .014123417,     .017056076,  .006457469,  .048876615,.055334084,.055334084,     .15131397,    2.22544952,    2.37676349,      .21659751,     1.85836791,     2.07496542,   .36791148,  4.08381743,4.45172891,.001165215                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        999,2022-10-11 04:00:51,2022-10-11 05:00:06,        3555,         2,      7110,         .039202,      5.5136E-06,      .000011027,        17.50116,      .002461485,       .00492297,  17.540362, .002466999, .004933998,      31.63, .004448664, .008897328,            .826723315,               .03125,             .015625,                .734375,           .007591248,1.61556456, .23985672,1.85542128,    .000417546,    .034728815,    .035146361,      .00291403,     .014095189,     .017009219,  .003331575,  .048824004, .05215558, .05215558,    .053445851,    2.22390999,    2.27735584,     .207313643,     1.86469761,     2.07201125,  .260759494,  4.08860759,4.34936709,.001238832                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        998,2022-10-11 03:00:35,2022-10-11 04:00:51,        3616,         2,      7232,         .059477,      8.2241E-06,      .000016448,        36.15369,      .004999127,      .009998255,  36.213167, .005007352, .010014703,      51.17, .007075498, .014150996,            .826879248,               .03125,             .015625,                .734375,           .007591248, 1.6157205,.250829697,1.86655019,    .006894272,    .034605313,    .041499585,     .003299139,     .014608738,     .017907877,  .010193411,  .049214051,.059407462,.059407462,    .340431416,    2.21598451,    2.55641593,     .225110619,     1.89297566,     2.11808628,  .565542035,  4.10896018,4.67450221,.001659418                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        997,2022-10-11 02:14:19,2022-10-11 03:00:35,        2776,         2,      5552,       33.419484,       .00601936,      .012038719,       13.842376,      .002493223,      .004986447,   47.26186, .008512583, .017025166,      60.09, .010823127, .021646254,            .826920912,               .03125,             .015625,                .734375,           .007591248,1.61576216,.240887642, 1.8566498,    .060400531,    .036630944,    .097031475,     .115726878,     .022517399,     .138244277,  .176127409,  .059148343,.235275752,.235275752,    2.47946686,    2.35086455,    4.83033141,     10.3865274,     2.68659942,     13.0731268,  12.8659942,  5.03746398,17.9034582,.002025154                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        996,2022-10-11 01:44:16,2022-10-11 02:14:19,        1803,         2,      3606,      538.956133,      .149460935,      .298921871,      117.280701,      .032523766,      .065047532, 656.236834, .181984702, .363969403,     500.61, .138826955,  .27765391,             .81749779,               .03125,             .015625,                .734375,           .007591248,1.60633904,.247686386,1.85402542,    83.2332484,    3.81171463,     87.044963,      12.072245,      8.7130041,     20.7852491,  95.3054934,  12.5247187,107.830212,107.830212,    10653.3966,    6.74542429,     10660.142,     1193.39046,     32.0809762,     1225.47144,   11846.787,  38.8264004,11885.6134,3.67957371                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        995,2022-10-11 01:00:43,2022-10-11 01:44:16,        2613,         2,      5226,        18.20935,      .003484376,      .006968752,       22.138362,      .004236196,      .008472393,  40.347712, .007720573, .015441145,      54.92, .010508993, .021017987,            .819491453,               .03125,             .015625,                .734375,           .007591248, 1.6083327,.269833565,1.87816627,    .024471991,    .241523751,    .265995742,     .017257463,     .208995026,     .226252489,  .041729454,  .450518778,.492248231,.492248231,    2.40068886,    3.80367394,     6.2043628,      1.0405664,     3.22005358,     4.26061998,  3.44125526,  7.02372752,10.4649828,.010460376                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        994,2022-10-10 23:49:20,2022-10-11 01:00:43,        4283,         2,      8566,      100.926623,      .011782235,       .02356447,       41.831176,      .004883397,      .009766793, 142.757799, .016665631, .033331263,     164.83, .019242353, .038484707,            .828478292,               .03125,             .015625,                .734375,           .007591248,1.61731954,.252599716,1.86991926,    3.02663327,    .037473505,    3.06410678,     .123529798,     .066727287,     .190257085,  3.15016307,  .104200792,3.25436386,3.25436386,    11.6663554,    2.40298856,    14.0693439,     8.88372636,      3.8211534,     12.7048798,  20.5500817,  6.22414196,26.7742237,.043426491                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        993,2022-10-10 23:44:18,2022-10-10 23:49:20,         302,         2,       604,      100.505192,      .166399325,      .332798649,       16.692384,      .027636397,      .055272795, 117.197576, .194035722, .388071444,      96.75, .160182119, .320364238,            .799795918,               .03125,             .015625,                 .71875,           .007591248,1.57301217,.263681412,1.83669358,    82.4645851,    3.09523425,    85.5598193,     11.4985513,     6.85898858,     18.3575399,  93.9631364,  9.95422282,103.917359,103.917359,    10538.3808,    6.70198675,    10545.0828,     1128.83113,     27.7483444,     1156.57947,  11667.2119,  34.4503311,11701.6623,3.70465031                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        992,2022-10-10 23:00:32,2022-10-10 23:44:18,        2626,         2,      5252,      198.617918,      .037817578,      .075635155,       86.719309,      .016511673,      .033023347, 285.337227, .054329251, .108658502,     322.14, .061336634, .122673267,            .803689107,               .03125,             .015625,                 .71875,           .007591248,1.57690535,.276724815,1.85363017,    24.9946419,    10.4374132,    35.4320551,     15.4074668,     28.4650117,     43.8724785,  40.4021087,  38.9024248,79.3045335,79.3045335,    134.724296,    15.7102056,    150.434501,     127.200305,     45.6039604,     172.804265,    261.9246,   61.314166,323.238766,9.92031778                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        991,2022-10-10 22:00:16,2022-10-10 23:00:32,        3616,         2,      7232,        35.61499,      .004924639,      .009849278,       32.872971,      .004545488,      .009090976,  68.487961, .009470127, .018940255,      87.41,  .01208656, .024173119,            .819561116,               .03125,             .015625,                 .71875,           .007591248,1.59277736, .24583149,1.83860885,    .809818774,    .035279401,    .845098175,     .032479345,     .041826366,     .074305712,  .842298119,  .077105767,.919403886,.919403886,    5.86310841,    2.25940265,    8.12251106,     1.83434735,     3.06830752,     4.90265487,  7.69745575,  5.32771018,13.0251659,.024530833                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        990,2022-10-10 21:00:01,2022-10-10 22:00:16,        3615,         2,      7230,       19.408402,      .002684426,      .005368853,       25.593447,      .003539896,      .007079792,  45.001849, .006224322, .012448644,      62.96,  .00870816, .017416321,            .822273657,               .03125,             .015625,                 .71875,           .007591248, 1.5954899,.340165138,1.93565504,    .093220522,     .03528916,    .128509682,     .006617393,     .014349255,     .020966648,  .099837915,  .049638415, .14947633, .14947633,    5.75518672,    2.25975104,    8.01493776,     .249515906,     1.97123098,     2.22074689,  6.00470263,  4.23098202,10.2356846,.001417893                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        989,2022-10-10 20:00:46,2022-10-10 21:00:01,        3555,         2,      7110,         .057663,      8.1101E-06,       .00001622,       13.803915,      .001941479,      .003882958,  13.861578, .001949589, .003899178,       26.5, .003727145,  .00745429,            .824311174,               .03125,             .015625,                 .71875,           .007591248,1.59752742,.244168282, 1.8416957,    .006467563,     .03463212,    .041099684,      .00323488,     .014652558,     .017887438,  .009702444,  .049284678,.058987122,.058987122,    .735583685,    2.21772152,     2.9533052,     .238537271,     1.85682138,     2.09535865,  .974120956,   4.0745429,5.04866385,.001749506                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        988,2022-10-10 19:27:39,2022-10-10 20:00:46,        1987,         2,      3974,       26.381062,      .006638415,       .01327683,        20.38812,      .005130377,      .010260755,  46.769182, .011768793, .023537585,      57.93, .014577252, .029154504,            .824115559,               .03125,             .015625,                 .71875,           .007591248,1.59733181,.261993408,1.85932522,    .205948037,    .037879026,    .243827063,     .177092508,     .026659616,     .203752123,  .383040545,  .064538642,.447579187,.447579187,    4.35430297,    2.43381983,     6.7881228,     15.1112229,     2.98490186,     18.0961248,  19.4655259,  5.41872169,24.8842476,.003475047                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        987,2022-10-10 19:22:36,2022-10-10 19:27:39,         303,         2,       606,       51.023821,      .084197724,      .168395449,       15.602318,      .025746399,      .051492799,  66.626139, .109944124, .219888248,      53.94, .089009901, .178019802,            .821938492,               .03125,             .015625,                 .71875,           .007591248,1.59515474,.254527092,1.84968183,    49.4302547,    4.77087523,      54.20113,     12.7003661,     9.76025552,     22.4606216,  62.1306209,  14.5311307,76.6617516,76.6617516,    6326.49175,    8.61716172,    6335.10891,      1256.0297,     30.6270627,     1286.65677,  7582.52145,  39.2442244,7621.76568,4.89295404                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        986,2022-10-10 19:00:26,2022-10-10 19:22:36,        1330,         2,      2660,      349.526272,      .131400854,      .262801708,       29.525706,      .011099889,      .022199779, 379.051978, .142500744, .285001487,      93.75, .035244361, .070488722,            .820612602,               .03125,             .015625,                 .71875,           .007591248,1.59382885,.276515007,1.87034386,    7.18570254,     3.0512956,    10.2369981,     4.40149201,     9.54376946,     13.9452615,  11.5871945,  12.5950651,24.1822596,24.1822596,    32.7120301,    11.6954887,    44.4075188,     63.6112782,      19.562406,     83.1736842,  96.3233083,  31.2578947,127.581203, 2.7641811                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        985,2022-10-10 18:00:11,2022-10-10 19:00:26,        3615,         2,      7230,         .046813,      6.4748E-06,       .00001295,       24.922564,      .003447104,      .006894209,  24.969377, .003453579, .006907158,      41.82, .005784232, .011568465,             .81646131,               .03125,             .015625,                 .71875,           .007591248,1.58967756,.228321075,1.81799863,    .000032417,    .034668914,    .034701331,     .003131483,     .014065066,      .01719655,    .0031639,  .048733981,.051897881,.051897881,    .004149378,    2.21991701,    2.22406639,     .204702628,     1.85283541,     2.05753804,  .208852006,  4.07275242,4.28160443,.001167573                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        984,2022-10-10 17:00:56,2022-10-10 18:00:11,        3555,         2,      7110,        4.062143,      .000571328,      .001142656,       10.511394,      .001478396,      .002956792,  14.573537, .002049724, .004099448,      28.27,  .00397609,  .00795218,             .81646549,               .03125,             .015625,                 .71875,           .007591248,1.58968174,.229724884,1.81940662,    .000028569,    .034713432,    .034742001,     .003129395,     .016951806,     .020081202,  .003157964,  .051665238,.054823202,.054823202,    .003656821,     2.2230661,    2.22672293,     .218565401,     1.90126582,     2.11983122,  .222222222,  4.12433193,4.34655415,.001196963                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        983,2022-10-10 16:00:41,2022-10-10 17:00:56,        3615,         2,      7230,         6.58942,        .0009114,      .001822799,       29.892891,      .004134563,      .008269126,  36.482311, .005045963, .010091926,       53.1, .007344398, .014688797,            .816196695,               .03125,             .015625,                 .71875,           .007591248,1.58941294,.249289513,1.83870246,    .000010806,    .034634336,    .034645142,      .00293482,     .014127199,     .017062019,  .002945626,  .048761535,.051707161,.051707161,    .001383126,    2.21770401,    2.21908714,     .230152144,     1.91341632,     2.14356846,   .23153527,  4.13112033, 4.3626556, .00120326                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        982,2022-10-10 15:00:25,2022-10-10 16:00:41,        3616,         2,      7232,        6.552528,      .000906046,      .001812093,       37.490291,      .005183945,       .01036789,  44.042819, .006089992, .012179983,      60.85, .008413993, .016827987,             .81639336,               .03125,             .015625,                 .71875,           .007591248,1.58960961,.240208626,1.82981823,    4.3211E-06,    .157739015,    .157743336,     .002968577,     .137111833,      .14008041,  .002972898,  .294850847,.297823746,.297823746,    .000553097,    2.34872788,    2.34928097,      .22704646,     2.05835177,     2.28539823,  .227599558,  4.40707965, 4.6346792,.001178971                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        981,2022-10-10 14:00:10,2022-10-10 15:00:25,        3615,         2,      7230,        6.522756,      .000902179,      .001804359,       25.487893,      .003525296,      .007050593,  32.010649, .004427476, .008854951,      48.04, .006644537, .013289073,            .816415571,               .03125,             .015625,                 .71875,           .007591248,1.58963182,.231480598,1.82111242,      .0000389,    .034638658,    .034677559,     .003211445,     .014184739,     .017396185,  .003250346,  .048823398,.052073743,.052073743,    .004979253,    2.21798064,    2.22295989,     .241493776,     1.92143845,     2.16293223,  .246473029,  4.13941909,4.38589212,.001268566                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        980,2022-10-10 13:00:55,2022-10-10 14:00:10,        3555,         2,      7110,         6.41461,      .000902195,      .001804391,        9.918682,      .001395033,      .002790065,  16.333292, .002297228, .004594456,       59.7, .008396624, .016793249,            .816507414,               .03125,             .015625,                 .71875,           .007591248,1.58972366,.234333992,1.82405765,    .000540612,     .03468706,    .035227672,     .003360144,     .014525509,     .017885653,  .003900756,  .049212569,.053113325,.053113325,    .068073136,    2.22109705,    2.28917018,      .24978903,     1.92658228,     2.17637131,  .317862166,  4.14767932,4.46554149,.001569665                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        979,2022-10-10 12:00:40,2022-10-10 13:00:55,        3615,         2,      7230,        5.079912,      .000702616,      .001405232,       29.856137,       .00412948,      .008258959,  34.936049, .004832095, .009664191,      69.94, .009673582, .019347165,            .816201866,               .03125,             .015625,                 .71875,           .007591248,1.58941811, .24818325,1.83760136,     .00074343,    .035776631,    .036520061,     .003003976,     .014117474,      .01712145,  .003747407,  .049894104,.053641511,.053641511,    .046749654,    2.29322268,    2.33997234,     .217980636,     1.91258645,     2.13056708,   .26473029,  4.20580913,4.47053942,.001202594                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        978,2022-10-10 11:00:24,2022-10-10 12:00:40,        3616,         2,      7232,         .059691,      8.2537E-06,      .000016507,       37.159464,        .0051382,        .0102764,  37.219155, .005146454, .010292908,      53.83, .007443308, .014886615,            .807057045,               .03125,             .015625,                 .71875,           .007591248,1.58027329, .23826313,1.81853642,    .000015124,    .034642042,    .034657166,     .002962096,     .014077786,     .017039881,  .002977219,  .048719828,.051697047,.051697047,    .001935841,     2.2181969,    2.22013274,     .199668142,     1.85232301,     2.05199115,  .201603982,  4.07051991,4.27212389,.001145927                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        977,2022-10-10 10:00:09,2022-10-10 11:00:24,        3615,         2,      7230,         .039528,      5.4672E-06,      .000010934,        25.13665,      .003476715,       .00695343,  25.176178, .003482182, .006964365,      41.17, .005694329, .011388658,             .80716227,               .03125,             .015625,                 .71875,           .007591248,1.58037852,.229724884, 1.8101034,    .000017289,    .034560858,    .034578147,     .002869986,     .014082355,     .016952342,  .002887275,  .048643213,.051530488,.051530488,    .002213001,    2.21300138,    2.21521438,     .206085754,     1.85421853,     2.06030429,  .208298755,  4.06721992,4.27551867,.001198331                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        976,2022-10-10 09:00:54,2022-10-10 10:00:09,        3555,         2,      7110,         .059033,      8.3028E-06,      .000016606,        9.467778,      .001331614,      .002663229,   9.526811, .001339917, .002679834,      23.47, .003300985, .006601969,            .807170689,               .03125,             .015625,                 .71875,           .007591248,1.58038694,.228565216,1.80895215,    .000024174,    .034634318,    .034658492,      .00277558,     .014046979,      .01682256,  .002799754,  .048681297,.051481051,.051481051,    .003094233,    2.21772152,    2.22081575,     .198030942,     1.84978903,     2.04781997,  .201125176,  4.06751055,4.26863572,.001137537                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        975,2022-10-10 08:00:39,2022-10-10 09:00:54,        3615,         2,      7230,         .040414,      5.5898E-06,       .00001118,       29.540951,      .004085885,      .008171771,  29.581365, .004091475,  .00818295,      46.15, .006383126, .012766252,            .807063647,               .03125,             .015625,                 .71875,           .007591248,1.58027989,.243451118,1.82373101,    .000017289,    .034638658,    .034655947,     .002857019,     .014051424,     .016908444,  .002874308,  .048690083,.051564391,.051564391,    .002213001,    2.21798064,    2.22019364,     .197786999,     1.85532503,     2.05311203,          .2,  4.07330567,4.27330567,.001148784                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        974,2022-10-10 07:00:24,2022-10-10 08:00:39,        3615,         2,      7230,         .059662,      .000008252,      .000016504,       35.550888,      .004917135,      .009834271,   35.61055, .004925387, .009850775,      54.02, .007471646, .014943292,            .806999162,               .03125,             .015625,                 .71875,           .007591248,1.58021541,.239782333,1.81999774,    .000045384,    .034578147,     .03462353,     .002787863,     .014049533,     .016837396,  .002833247,   .04862768,.051460927,.051460927,    .004702628,    2.21410788,    2.21881051,     .203319502,     1.86500692,     2.06832642,   .20802213,   4.0791148,4.28713693,.001151599                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        973,2022-10-10 06:00:08,2022-10-10 07:00:24,        3616,         2,      7232,         .040144,      5.5509E-06,      .000011102,       25.182629,      .003482111,      .006964223,  25.222773, .003487662, .006975324,      40.91, .005656803, .011313606,            .807437278,               .03125,             .015625,                 .71875,           .007591248,1.58065353,.227168083,1.80782161,     .00004105,    .034624758,    .034665808,     .002888637,     .014109924,     .016998561,  .002929687,  .048734682,.051664369,.051664369,    .005254425,    2.21709071,    2.22234513,     .206858407,     1.85591814,     2.06277655,  .212112832,  4.07300885,4.28512168,.001228407                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        972,2022-10-10 05:00:54,2022-10-10 06:00:08,        3554,         2,      7108,         .131885,      .000018554,      .000037109,       10.446089,      .001469624,      .002939248,  10.577974, .001488179, .002976357,      23.59, .003318796, .006637591,            .807410873,               .03125,             .015625,                 .71875,           .007591248,1.58062712,.228877068,1.80950419,    .000048361,    .034542945,    .034591306,     .003273161,     .014022217,     .017295378,  .003321522,  .048565162,.051886684,.051886684,    .006190208,    2.21187394,    2.21806415,     .211029826,     1.86437817,     2.07540799,  .217220034,  4.07625211,4.29347214, .00124989                                             
